,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
166,Caulobacter~phage~Percy,Unassigned,Unassigned,Unassigned,57_0,Clustered,10,VC_57_0,10,0.6016,1.0,0.6016,2,2,2,1.0
167,Caulobacter~phage~phiCb5,Unassigned,Unassigned,Unassigned,183_0,Clustered,2,VC_183_0,2,0.0769,0.0,0.0,1,1,1,1.0
168,Caulobacter~virus~Karma,Caudovirales,Siphoviridae,Phicbkvirus,180_0,Clustered,4,VC_180_0,4,0.4921,0.99700427,0.4906,1,1,1,1.0
169,Caulobacter~virus~Magneto,Caudovirales,Siphoviridae,Phicbkvirus,180_0,Clustered,4,VC_180_0,4,0.4921,0.99700427,0.4906,1,1,1,1.0
170,Caulobacter~virus~Rogue,Caudovirales,Siphoviridae,Phicbkvirus,180_1,Clustered/Singleton,1,VC_180_1,1,0.0,1.0,0.0,1,1,1,1.0
171,Caulobacter~virus~Swift,Caudovirales,Siphoviridae,Phicbkvirus,180_0,Clustered,4,VC_180_0,4,0.4921,0.99700427,0.4906,1,1,1,1.0
172,Caulobacter~virus~phiCbK,Caudovirales,Siphoviridae,Phicbkvirus,180_0,Clustered,4,VC_180_0,4,0.4921,0.99700427,0.4906,1,1,1,1.0
173,Celeribacter~phage~P12053L,Unassigned,Unassigned,Unassigned,185_0,Clustered,2,VC_185_0,2,0.4283,0.93846104,0.4019,1,1,1,1.0
174,Cellulophaga~phage~phi10:1,Unassigned,Unassigned,Unassigned,189_0,Clustered,2,VC_189_0,2,0.4991,0.92263554,0.4605,1,1,1,1.0
175,Cellulophaga~phage~phi12:1,Caudovirales,Siphoviridae,Cba181virus,191_0,Clustered,3,VC_191_0,3,1.0,1.0,1.0,1,1,1,1.0
176,Cellulophaga~phage~phi12:2,Unassigned,Unassigned,Unassigned,192_0,Clustered,2,VC_192_0,2,1.0,1.0,1.0,1,1,1,1.0
177,Cellulophaga~phage~phi12a:1,Unassigned,Unassigned,Unassigned,192_0,Clustered,2,VC_192_0,2,1.0,1.0,1.0,1,1,1,1.0
178,Cellulophaga~phage~phi13:2,Unassigned,Unassigned,Unassigned,188_0,Clustered,4,VC_188_0,4,0.9149,0.99981922,0.9148,1,1,1,1.0
179,Cellulophaga~phage~phi17:1,Caudovirales,Siphoviridae,Cba181virus,191_0,Clustered,3,VC_191_0,3,1.0,1.0,1.0,1,1,1,1.0
180,Cellulophaga~phage~phi17:2,Caudovirales,Podoviridae,Cba41virus,190_0,Clustered,2,VC_190_0,2,0.9353,0.91813282,0.8587,1,1,1,1.0
181,Cellulophaga~phage~phi18:1,Caudovirales,Siphoviridae,Cba181virus,191_0,Clustered,3,VC_191_0,3,1.0,1.0,1.0,1,1,1,1.0
182,Cellulophaga~phage~phi18:3,Unassigned,Unassigned,Unassigned,188_0,Clustered,4,VC_188_0,4,0.9149,0.99981922,0.9148,1,1,1,1.0
183,Cellulophaga~phage~phi19:1,Unassigned,Unassigned,Unassigned,189_0,Clustered,2,VC_189_0,2,0.4991,0.92263554,0.4605,1,1,1,1.0
184,Cellulophaga~phage~phi19:3,Unassigned,Unassigned,Unassigned,188_0,Clustered,4,VC_188_0,4,0.9149,0.99981922,0.9148,1,1,1,1.0
185,Cellulophaga~phage~phi46:3,Unassigned,Unassigned,Unassigned,188_0,Clustered,4,VC_188_0,4,0.9149,0.99981922,0.9148,1,1,1,1.0
186,Cellulophaga~phage~phi4:1,Caudovirales,Podoviridae,Cba41virus,190_0,Clustered,2,VC_190_0,2,0.9353,0.91813282,0.8587,1,1,1,1.0
187,Cellulophaga~phage~phiSM,Unassigned,Unassigned,Unassigned,194_0,Clustered,2,VC_194_0,2,0.8773,0.81445332,0.7146,1,1,1,1.0
188,Chimpanzee~faeces~associated~microphage~2,Unassigned,Unassigned,Unassigned,140_0,Clustered/Singleton,1,VC_140_0,1,0.0,1.0,0.0,1,1,1,1.0
189,Chlamydia~phage~2,Unassigned,Microviridae,Chlamydiamicrovirus,141_0,Clustered,10,VC_141_0,10,0.7334,1.0,0.7334,3,2,1,1.0
190,Chlamydia~phage~4,Unassigned,Unassigned,Unassigned,141_0,Clustered,10,VC_141_0,10,0.7334,1.0,0.7334,3,2,1,1.0
191,Chlamydia~virus~CPAR39,Unassigned,Microviridae,Chlamydiamicrovirus,141_0,Clustered,10,VC_141_0,10,0.7334,1.0,0.7334,3,2,1,1.0
192,Citrobacter~phage~CR44b,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
193,Citrobacter~phage~CR8,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
194,Citrobacter~phage~CVT22,Unassigned,Unassigned,Unassigned,184_0,Clustered,4,VC_184_0,4,0.6442,0.9999568,0.6442,1,1,1,1.0
195,Citrobacter~phage~IME-CF2,Unassigned,Unassigned,Unassigned,35_1,Clustered,8,VC_35_1,8,0.2349,1.0,0.2349,1,1,1,1.0
196,Citrobacter~phage~Margaery,Unassigned,Unassigned,Unassigned,35_1,Clustered,8,VC_35_1,8,0.2349,1.0,0.2349,1,1,1,1.0
197,Citrobacter~phage~Merlin,Caudovirales,Myoviridae,Moonvirus,32_13,Clustered,2,VC_32_13,2,0.0102,0.94654602,0.0097,1,1,1,1.0
198,Citrobacter~phage~Michonne,Unassigned,Unassigned,Unassigned,17_0,Clustered,16,VC_17_0,16,0.8907,1.0,0.8907,4,2,2,1.0
199,Citrobacter~phage~Miller,Unassigned,Unassigned,Unassigned,35_1,Clustered,8,VC_35_1,8,0.2349,1.0,0.2349,1,1,1,1.0
200,Citrobacter~phage~Moogle,Caudovirales,Myoviridae,Mooglevirus,17_0,Clustered,16,VC_17_0,16,0.8907,1.0,0.8907,4,2,2,1.0
201,Citrobacter~phage~Moon,Caudovirales,Myoviridae,Moonvirus,32_13,Clustered,2,VC_32_13,2,0.0102,0.94654602,0.0097,1,1,1,1.0
202,Citrobacter~phage~SH1,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
203,Citrobacter~phage~SH2,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
204,Citrobacter~phage~SH3,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
205,Citrobacter~phage~SH4,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
206,Citrobacter~phage~phiCFP-1,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
207,Citrobacter~phage~vB_CfrM_CfP1,Unassigned,Unassigned,Unassigned,35_1,Clustered,8,VC_35_1,8,0.2349,1.0,0.2349,1,1,1,1.0
208,Citrobacter~virus~Stevie,Caudovirales,Siphoviridae,Tlsvirus,207_0,Clustered,25,VC_207_0,25,0.9731,1.0,0.9731,6,2,2,0.9633
209,Clavibacter~phage~CMP1,Unassigned,Unassigned,Unassigned,210_0,Clustered,3,VC_210_0,3,1.0,1.0,1.0,1,1,1,1.0
210,Clavibacter~phage~CN1A,Unassigned,Unassigned,Unassigned,210_0,Clustered,3,VC_210_0,3,1.0,1.0,1.0,1,1,1,1.0
211,Clostridium~phage~CDMH1,Unassigned,Unassigned,Unassigned,106_0,Clustered,4,VC_106_0,4,0.3502,0.99997948,0.3502,2,2,2,1.0
212,Clostridium~phage~PhiS63,Unassigned,Unassigned,Unassigned,113_0,Clustered,3,VC_113_0,3,0.313,0.9966995,0.312,1,1,1,1.0
213,Clostridium~phage~phi3626,Unassigned,Unassigned,Unassigned,113_0,Clustered,3,VC_113_0,3,0.313,0.9966995,0.312,1,1,1,1.0
214,Clostridium~phage~phiCD111,Unassigned,Unassigned,Unassigned,211_0,Clustered,3,VC_211_0,3,0.5543,0.99763908,0.553,1,1,1,1.0
215,Clostridium~phage~phiCD146,Unassigned,Unassigned,Unassigned,211_0,Clustered,3,VC_211_0,3,0.5543,0.99763908,0.553,1,1,1,1.0
216,Clostridium~phage~phiCD38-2,Unassigned,Unassigned,Unassigned,211_0,Clustered,3,VC_211_0,3,0.5543,0.99763908,0.553,1,1,1,1.0
217,Clostridium~phage~phiCD481-1,Unassigned,Unassigned,Unassigned,212_0,Clustered,5,VC_212_0,5,0.5727,0.99999985,0.5727,1,1,1,1.0
218,Clostridium~phage~phiCD505,Unassigned,Unassigned,Unassigned,106_2,Clustered,3,VC_106_2,3,0.248,0.99791663,0.2475,2,2,2,1.0
219,Clostridium~phage~phiCD506,Unassigned,Unassigned,Unassigned,212_0,Clustered,5,VC_212_0,5,0.5727,0.99999985,0.5727,1,1,1,1.0
220,Clostridium~phage~phiCDHM11,Unassigned,Unassigned,Unassigned,212_0,Clustered,5,VC_212_0,5,0.5727,0.99999985,0.5727,1,1,1,1.0
221,Clostridium~phage~phiCDHM13,Unassigned,Unassigned,Unassigned,212_0,Clustered,5,VC_212_0,5,0.5727,0.99999985,0.5727,1,1,1,1.0
222,Clostridium~phage~phiCDHM19,Unassigned,Unassigned,Unassigned,106_1,Clustered,2,VC_106_1,2,0.116,0.95014607,0.1102,2,2,2,1.0
223,Clostridium~phage~phiCP13O,Unassigned,Unassigned,Unassigned,216_0,Clustered,4,VC_216_0,4,1.0,1.0,1.0,1,1,1,1.0
224,Clostridium~phage~phiCP26F,Unassigned,Unassigned,Unassigned,216_0,Clustered,4,VC_216_0,4,1.0,1.0,1.0,1,1,1,1.0
225,Clostridium~phage~phiCP34O,Unassigned,Unassigned,Unassigned,216_0,Clustered,4,VC_216_0,4,1.0,1.0,1.0,1,1,1,1.0
226,Clostridium~phage~phiCP39-O,Unassigned,Unassigned,Unassigned,216_0,Clustered,4,VC_216_0,4,1.0,1.0,1.0,1,1,1,1.0
227,Clostridium~phage~phiCP7R,Unassigned,Unassigned,Unassigned,213_0,Clustered,3,VC_213_0,3,0.8046,0.9595722,0.7721,1,1,1,1.0
228,Clostridium~phage~phiCPV4,Unassigned,Unassigned,Unassigned,213_0,Clustered,3,VC_213_0,3,0.8046,0.9595722,0.7721,1,1,1,1.0
229,Clostridium~phage~phiCT19406A,Unassigned,Unassigned,Unassigned,116_0,Clustered,2,VC_116_0,2,0.4402,0.9410422,0.4142,1,1,1,1.0
230,Clostridium~phage~phiCT19406B,Unassigned,Unassigned,Unassigned,114_0,Clustered,3,VC_114_0,3,0.4584,0.99793309,0.4574,1,1,1,1.0
231,Clostridium~phage~phiCT453B,Unassigned,Unassigned,Unassigned,114_0,Clustered,3,VC_114_0,3,0.4584,0.99793309,0.4574,1,1,1,1.0
232,Clostridium~phage~phiCTC2A,Unassigned,Unassigned,Unassigned,116_0,Clustered,2,VC_116_0,2,0.4402,0.9410422,0.4142,1,1,1,1.0
233,Clostridium~phage~phiCTC2B,Unassigned,Unassigned,Unassigned,114_0,Clustered,3,VC_114_0,3,0.4584,0.99793309,0.4574,1,1,1,1.0
234,Clostridium~phage~phiCTP1,Unassigned,Unassigned,Unassigned,90_0,Clustered,2,VC_90_0,2,0.366,0.91418477,0.3346,1,1,1,1.0
235,Clostridium~phage~phiMMP01,Unassigned,Unassigned,Unassigned,106_0,Clustered,4,VC_106_0,4,0.3502,0.99997948,0.3502,2,2,2,1.0
236,Clostridium~phage~phiMMP02,Unassigned,Unassigned,Unassigned,106_2,Clustered,3,VC_106_2,3,0.248,0.99791663,0.2475,2,2,2,1.0
237,Clostridium~phage~phiMMP03,Unassigned,Unassigned,Unassigned,106_0,Clustered,4,VC_106_0,4,0.3502,0.99997948,0.3502,2,2,2,1.0
238,Clostridium~phage~phiMMP04,Unassigned,Unassigned,Unassigned,212_0,Clustered,5,VC_212_0,5,0.5727,0.99999985,0.5727,1,1,1,1.0
239,Clostridium~phage~phiSM101,Unassigned,Unassigned,Unassigned,113_0,Clustered,3,VC_113_0,3,0.313,0.9966995,0.312,1,1,1,1.0
240,Clostridium~phage~phiZP2,Unassigned,Unassigned,Unassigned,213_0,Clustered,3,VC_213_0,3,0.8046,0.9595722,0.7721,1,1,1,1.0
241,Clostridium~virus~phiC2,Caudovirales,Myoviridae,Cd119virus,106_0,Clustered,4,VC_106_0,4,0.3502,0.99997948,0.3502,2,2,2,1.0
242,Clostridium~virus~phiCD119,Caudovirales,Myoviridae,Cd119virus,106_1,Clustered,2,VC_106_1,2,0.116,0.95014607,0.1102,2,2,2,1.0
243,Clostridium~virus~phiCD27,Caudovirales,Myoviridae,Cd119virus,106_2,Clustered,3,VC_106_2,3,0.248,0.99791663,0.2475,2,2,2,1.0
244,Cronobacter~phage~CR3,Caudovirales,Myoviridae,Cr3virus,222_0,Clustered,4,VC_222_0,4,0.2857,0.99993015,0.2857,1,1,1,1.0
245,Cronobacter~phage~CR5,Unassigned,Unassigned,Unassigned,226_0,Clustered,3,VC_226_0,3,0.122,0.99794886,0.1217,1,1,1,1.0
246,Cronobacter~phage~CR8,Caudovirales,Myoviridae,Cr3virus,222_0,Clustered,4,VC_222_0,4,0.2857,0.99993015,0.2857,1,1,1,1.0
247,Cronobacter~phage~CR9,Caudovirales,Myoviridae,Cr3virus,222_0,Clustered,4,VC_222_0,4,0.2857,0.99993015,0.2857,1,1,1,1.0
248,Cronobacter~phage~Dev-CD-23823,Unassigned,Unassigned,Unassigned,58_0,Clustered,5,VC_58_0,5,0.5139,0.99999993,0.5139,1,1,1,1.0
249,Cronobacter~phage~Dev2,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
250,Cronobacter~phage~PBES~02,Caudovirales,Myoviridae,Cr3virus,222_0,Clustered,4,VC_222_0,4,0.2857,0.99993015,0.2857,1,1,1,1.0
251,Cronobacter~phage~S13,Unassigned,Unassigned,Unassigned,34_2,Clustered/Singleton,1,VC_34_2,1,0.0,1.0,0.0,1,1,1,1.0
252,Cronobacter~phage~vB_CsaM_GAP161,Unassigned,Unassigned,Unassigned,35_1,Clustered,8,VC_35_1,8,0.2349,1.0,0.2349,1,1,1,1.0
253,Cronobacter~phage~vB_CsaM_GAP31,Caudovirales,Myoviridae,Se1virus,204_1,Clustered,2,VC_204_1,2,0.0633,0.93081102,0.0589,1,1,1,1.0
254,Cronobacter~phage~vB_CsaM_GAP32,Unassigned,Unassigned,Unassigned,232_1,Clustered/Singleton,1,VC_232_1,1,0.0,1.0,0.0,1,1,1,1.0
255,Cronobacter~phage~vB_CsaP_GAP52,Unassigned,Unassigned,Unassigned,233_0,Clustered,2,VC_233_0,2,0.1744,0.95173063,0.166,1,1,1,1.0
256,Cronobacter~phage~vB_CskP_GAP227,Unassigned,Unassigned,Unassigned,58_0,Clustered,5,VC_58_0,5,0.5139,0.99999993,0.5139,1,1,1,1.0
257,Cronobacter~virus~ESP29491,Unassigned,Unassigned,Unassigned,207_0,Clustered,25,VC_207_0,25,0.9731,1.0,0.9731,6,2,2,0.9633
258,Cyanophage~9515-10a,Unassigned,Unassigned,Unassigned,202_0,Clustered,19,VC_202_0,19,0.9044,1.0,0.9044,1,1,1,1.0
259,Cyanophage~KBS-P-1A,Unassigned,Unassigned,Unassigned,202_0,Clustered,19,VC_202_0,19,0.9044,1.0,0.9044,1,1,1,1.0
260,Cyanophage~MED4-117,Unassigned,Unassigned,Unassigned,235_0,Clustered,2,VC_235_0,2,0.7672,0.72985431,0.5599,1,1,1,1.0
261,Cyanophage~NATL1A-7,Unassigned,Unassigned,Unassigned,202_0,Clustered,19,VC_202_0,19,0.9044,1.0,0.9044,1,1,1,1.0
262,Cyanophage~NATL2A-133,Unassigned,Unassigned,Unassigned,202_0,Clustered,19,VC_202_0,19,0.9044,1.0,0.9044,1,1,1,1.0
263,Cyanophage~P-RSM1,Unassigned,Unassigned,Unassigned,179_29,Clustered,2,VC_179_29,2,0.0156,0.94105353,0.0147,1,1,1,1.0
264,Cyanophage~P-RSM6,Unassigned,Unassigned,Unassigned,179_11,Clustered/Singleton,1,VC_179_11,1,0.0,1.0,0.0,1,1,1,1.0
265,Cyanophage~P-SSP2,Unassigned,Unassigned,Unassigned,202_0,Clustered,19,VC_202_0,19,0.9044,1.0,0.9044,1,1,1,1.0
266,Cyanophage~P-TIM40,Unassigned,Unassigned,Unassigned,179_22,Clustered/Singleton,1,VC_179_22,1,0.0,1.0,0.0,1,1,1,1.0
267,Cyanophage~PP,Unassigned,Unassigned,Unassigned,65_0,Clustered,2,VC_65_0,2,0.5595,0.86822376,0.4858,1,1,1,1.0
268,Cyanophage~PSS2,Unassigned,Unassigned,Unassigned,238_0,Clustered,2,VC_238_0,2,0.8025,0.87921671,0.7056,1,1,1,1.0
269,Cyanophage~S-RIM32,Unassigned,Unassigned,Unassigned,179_16,Clustered/Singleton,1,VC_179_16,1,0.0,1.0,0.0,1,1,1,1.0
270,Cyanophage~S-RIM50,Unassigned,Unassigned,Unassigned,179_3,Clustered,2,VC_179_3,2,0.0142,0.89302498,0.0127,1,1,1,1.0
271,Cyanophage~SS120-1,Unassigned,Unassigned,Unassigned,202_0,Clustered,19,VC_202_0,19,0.9044,1.0,0.9044,1,1,1,1.0
272,Cyanophage~Syn30,Unassigned,Unassigned,Unassigned,179_1,Clustered/Singleton,1,VC_179_1,1,0.0,1.0,0.0,1,1,1,1.0
273,Deep-sea~thermophilic~phage~D6E,Unassigned,Unassigned,Unassigned,93_0,Clustered,2,VC_93_0,2,0.3053,0.94409732,0.2882,1,1,1,1.0
274,Delftia~phage~IME-DE1,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
275,Delftia~phage~RG-2014,Unassigned,Unassigned,Unassigned,6_2,Clustered,12,VC_6_2,12,0.4362,1.0,0.4362,4,2,2,0.8939
276,Dickeya~phage~RC-2014,Caudovirales,Ackermannviridae,Limestonevirus,55_1,Clustered,19,VC_55_1,19,0.8051,1.0,0.8051,5,1,1,0.8246
277,Dickeya~virus~Limestone,Caudovirales,Ackermannviridae,Limestonevirus,55_1,Clustered,19,VC_55_1,19,0.8051,1.0,0.8051,5,1,1,0.8246
278,Edwardsiella~phage~KF-1,Caudovirales,Podoviridae,Kf1virus,240_0,Clustered,3,VC_240_0,3,1.0,1.0,1.0,2,2,2,1.0
279,Edwardsiella~phage~MSW-3,Caudovirales,Myoviridae,Msw3virus,64_0,Clustered,6,VC_64_0,6,0.7902,0.99999999,0.7902,2,2,2,1.0
280,Edwardsiella~phage~PEi20,Unassigned,Unassigned,Unassigned,32_8,Clustered/Singleton,1,VC_32_8,1,0.0,1.0,0.0,1,1,1,1.0
281,Edwardsiella~phage~PEi21,Caudovirales,Myoviridae,Msw3virus,64_0,Clustered,6,VC_64_0,6,0.7902,0.99999999,0.7902,2,2,2,1.0
282,Enterobacter~phage~Arya,Unassigned,Unassigned,Unassigned,167_0,Clustered,4,VC_167_0,4,0.2787,0.99998269,0.2787,2,2,2,1.0
283,Enterobacter~phage~CC31,Caudovirales,Myoviridae,Cc31virus,32_11,Clustered,2,VC_32_11,2,0.0104,0.94166586,0.0098,1,1,1,1.0
284,Enterobacter~phage~E-2,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
285,Enterobacter~phage~E-3,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
286,Enterobacter~phage~Enc34,Unassigned,Unassigned,Unassigned,16_0,Clustered,11,VC_16_0,11,0.7784,1.0,0.7784,2,2,2,1.0
287,Enterobacter~phage~PG7,Caudovirales,Myoviridae,Cc31virus,32_11,Clustered,2,VC_32_11,2,0.0104,0.94166586,0.0098,1,1,1,1.0
288,Enterobacter~phage~Tyrion,Unassigned,Unassigned,Unassigned,142_0,Clustered,5,VC_142_0,5,0.6683,0.99999939,0.6683,2,2,2,1.0
289,Enterobacter~phage~phiEap-1,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
290,Enterobacter~phage~phiEap-2,Unassigned,Unassigned,Unassigned,39_0,Clustered,17,VC_39_0,17,0.7921,1.0,0.7921,4,2,2,1.0
291,Enterobacteria~phage~13a,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
292,Enterobacteria~phage~285P,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
293,Enterobacteria~phage~933W,Caudovirales,Podoviridae,Nona33virus,175_1,Clustered,13,VC_175_1,13,0.5748,1.0,0.5748,4,2,2,0.9103
294,Enterobacteria~phage~9g,Caudovirales,Siphoviridae,Nonagvirus,3_0,Clustered,4,VC_3_0,4,0.4635,0.99997255,0.4635,1,1,1,1.0
295,Enterobacteria~phage~BA14,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
296,Enterobacteria~phage~Bp7,Caudovirales,Myoviridae,Js98virus,32_7,Clustered,8,VC_32_7,8,0.071,1.0,0.071,2,2,2,1.0
297,Enterobacteria~phage~C-1~INW-2012,Unassigned,Unassigned,Unassigned,182_0,Clustered,4,VC_182_0,4,0.6411,0.99999712,0.6411,1,1,1,1.0
298,Enterobacteria~phage~EcoDS1,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
299,Enterobacteria~phage~FI~sensu~lato,Unassigned,Unassigned,Unassigned,31_0,Clustered,3,VC_31_0,3,0.8265,0.97657291,0.8072,2,2,1,1.0
300,Enterobacteria~phage~G4~sensu~lato,Unassigned,Microviridae,G4microvirus,241_0,Clustered,8,VC_241_0,8,0.9626,0.99999117,0.9626,4,2,1,1.0
301,Enterobacteria~phage~GEC-3S,Unassigned,Unassigned,Unassigned,36_0,Clustered,4,VC_36_0,4,0.0713,0.99998686,0.0713,2,2,2,1.0
302,Enterobacteria~phage~HK106,Caudovirales,Siphoviridae,Hk97virus,159_0,Clustered,13,VC_159_0,13,0.4191,1.0,0.4191,2,2,2,1.0
303,Enterobacteria~phage~HK140,Unassigned,Unassigned,Unassigned,159_0,Clustered,13,VC_159_0,13,0.4191,1.0,0.4191,2,2,2,1.0
304,Enterobacteria~phage~HK446,Caudovirales,Siphoviridae,Hk97virus,159_0,Clustered,13,VC_159_0,13,0.4191,1.0,0.4191,2,2,2,1.0
305,Enterobacteria~phage~HK542,Caudovirales,Siphoviridae,Hk97virus,159_0,Clustered,13,VC_159_0,13,0.4191,1.0,0.4191,2,2,2,1.0
306,Enterobacteria~phage~HK544,Caudovirales,Siphoviridae,Hk97virus,159_0,Clustered,13,VC_159_0,13,0.4191,1.0,0.4191,2,2,2,1.0
307,Enterobacteria~phage~HK633,Caudovirales,Siphoviridae,Hk97virus,159_0,Clustered,13,VC_159_0,13,0.4191,1.0,0.4191,2,2,2,1.0
308,Enterobacteria~phage~Hgal1,Unassigned,Unassigned,Unassigned,182_0,Clustered,4,VC_182_0,4,0.6411,0.99999712,0.6411,1,1,1,1.0
309,Enterobacteria~phage~ID18~sensu~lato,Unassigned,Unassigned,Unassigned,241_0,Clustered,8,VC_241_0,8,0.9626,0.99999117,0.9626,4,2,1,1.0
310,Enterobacteria~phage~ID2~Moscow/ID/2001,Unassigned,Microviridae,G4microvirus,241_0,Clustered,8,VC_241_0,8,0.9626,0.99999117,0.9626,4,2,1,1.0
311,Enterobacteria~phage~IME08,Caudovirales,Myoviridae,Js98virus,32_7,Clustered,8,VC_32_7,8,0.071,1.0,0.071,2,2,2,1.0
312,Enterobacteria~phage~If1,Unassigned,Inoviridae,Unassigned,244_0,Clustered,3,VC_244_0,3,0.719,0.9639009,0.693,2,1,1,1.0
313,Enterobacteria~phage~JS10,Caudovirales,Myoviridae,Js98virus,32_7,Clustered,8,VC_32_7,8,0.071,1.0,0.071,2,2,2,1.0
314,Enterobacteria~phage~JenK1,Caudovirales,Siphoviridae,Nonagvirus,3_0,Clustered,4,VC_3_0,4,0.4635,0.99997255,0.4635,1,1,1,1.0
315,Enterobacteria~phage~JenP1,Caudovirales,Siphoviridae,Nonagvirus,3_0,Clustered,4,VC_3_0,4,0.4635,0.99997255,0.4635,1,1,1,1.0
316,Enterobacteria~phage~JenP2,Caudovirales,Siphoviridae,Nonagvirus,3_0,Clustered,4,VC_3_0,4,0.4635,0.99997255,0.4635,1,1,1,1.0
317,Enterobacteria~phage~K1F,Unassigned,Unassigned,Unassigned,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
318,Enterobacteria~phage~M,Unassigned,Unassigned,Unassigned,182_0,Clustered,4,VC_182_0,4,0.6411,0.99999712,0.6411,1,1,1,1.0
319,Enterobacteria~phage~P88,Unassigned,Unassigned,Unassigned,60_0,Clustered,29,VC_60_0,29,0.8456,1.0,0.8456,2,2,2,1.0
320,Enterobacteria~phage~Phi1,Caudovirales,Myoviridae,Rb49virus,36_0,Clustered,4,VC_36_0,4,0.0713,0.99998686,0.0713,2,2,2,1.0
321,Enterobacteria~phage~RB14,Caudovirales,Myoviridae,T4virus,32_5,Clustered,27,VC_32_5,27,0.3086,1.0,0.3086,2,2,2,1.0
322,Enterobacteria~phage~RB16,Unassigned,Unassigned,Unassigned,35_1,Clustered,8,VC_35_1,8,0.2349,1.0,0.2349,1,1,1,1.0
323,Enterobacteria~phage~RB27,Unassigned,Unassigned,Unassigned,32_5,Clustered,27,VC_32_5,27,0.3086,1.0,0.3086,2,2,2,1.0
324,Enterobacteria~phage~RB3,Caudovirales,Myoviridae,T4virus,32_5,Clustered,27,VC_32_5,27,0.3086,1.0,0.3086,2,2,2,1.0
325,Enterobacteria~phage~RB32,Unassigned,Unassigned,Unassigned,32_5,Clustered,27,VC_32_5,27,0.3086,1.0,0.3086,2,2,2,1.0
326,Enterobacteria~phage~RB43,Unassigned,Unassigned,Unassigned,35_1,Clustered,8,VC_35_1,8,0.2349,1.0,0.2349,1,1,1,1.0
327,Enterobacteria~phage~RB49,Caudovirales,Myoviridae,Rb49virus,36_0,Clustered,4,VC_36_0,4,0.0713,0.99998686,0.0713,2,2,2,1.0
328,Enterobacteria~phage~RB51,Unassigned,Unassigned,Unassigned,32_5,Clustered,27,VC_32_5,27,0.3086,1.0,0.3086,2,2,2,1.0
329,Enterobacteria~phage~RB68,Unassigned,Unassigned,Unassigned,32_5,Clustered,27,VC_32_5,27,0.3086,1.0,0.3086,2,2,2,1.0
330,Enterobacteria~phage~RB69,Caudovirales,Myoviridae,Rb69virus,32_4,Clustered,7,VC_32_4,7,0.0551,0.99999999,0.0551,2,2,2,1.0
331,Enterobacteria~phage~ST104,Unassigned,Unassigned,Unassigned,135_0,Clustered,15,VC_135_0,15,0.5039,1.0,0.5039,2,2,2,0.8571
332,Enterobacteria~phage~Sf101,Unassigned,Unassigned,Unassigned,135_0,Clustered,15,VC_135_0,15,0.5039,1.0,0.5039,2,2,2,0.8571
333,Enterobacteria~phage~SfV,Unassigned,Unassigned,Unassigned,136_0,Clustered,6,VC_136_0,6,0.6106,1.0,0.6106,1,1,1,1.0
334,Enterobacteria~phage~St-1,Unassigned,Microviridae,Alpha3microvirus,241_0,Clustered,8,VC_241_0,8,0.9626,0.99999117,0.9626,4,2,1,1.0
